,Month,Year,Country,Fatal (Y/N),Hemisphere,Season
4402,Aug,1952,SOUTH AFRICA,UNKNOWN,S,WINTER
4404,Jul,1952,USA,N,N,SUMMER
4405,Jul,1952,USA,N,N,SUMMER
4406,Jul,1952,USA,N,N,SUMMER
4407,Jul,1952,USA,Y,N,SUMMER
4408,Jul,1952,USA,N,N,SUMMER
4409,Jul,1952,USA,N,N,SUMMER
4410,May,1952,USA,N,N,SPRING
4411,May,1952,AUSTRALIA,N,S,FALL
4413,Apr,1952,AUSTRALIA,N,S,FALL
4417,Jan,1952,AUSTRALIA,N,S,SUMMER
4424,Dec,1951,AUSTRALIA,N,S,SPRING
4426,Dec,1951,AUSTRALIA,Y,S,SPRING
4427,Nov,1951,SOUTH AFRICA,N,S,SPRING
4429,Nov,1951,SOUTH AFRICA,N,S,SPRING
4431,Oct,1951,AUSTRALIA,Y,S,SPRING
4435,Sep,1951,AUSTRALIA,Y,S,WINTER
4440,Jul,1951,USA,N,N,SUMMER
4442,Jun,1951,USA,Y,N,SPRING
4446,Mar,1951,AUSTRALIA,N,S,SUMMER
4447,Mar,1951,AUSTRALIA,N,S,SUMMER
4448,Mar,1951,SOUTH AFRICA,N,S,SUMMER
4449,Feb,1951,SOUTH AFRICA,N,S,SUMMER
4450,Feb,1951,AUSTRALIA,N,S,SUMMER
4451,Feb,1951,AUSTRALIA,N,S,SUMMER
4452,Jan,1951,SOUTH AFRICA,Y,S,SUMMER
4453,Jan,1951,AUSTRALIA,UNKNOWN,S,SUMMER
4455,Dec,1950,AUSTRALIA,N,S,SPRING
4456,Dec,1950,AUSTRALIA,N,S,SPRING
4457,Dec,1950,AUSTRALIA,Y,S,SPRING
4458,Nov,1950,AUSTRALIA,N,S,SPRING
4459,Nov,1950,AUSTRALIA,N,S,SPRING
4460,Nov,1950,AUSTRALIA,N,S,SPRING
4461,Oct,1950,USA,N,N,FALL
4462,Oct,1950,AUSTRALIA,N,S,SPRING
4465,Jul,1950,AUSTRALIA,N,S,WINTER
4469,Jul,1950,USA,N,N,SUMMER
4470,Jul,1950,USA,UNKNOWN,N,SUMMER
4471,Jul,1950,USA,N,N,SUMMER
4472,Jun,1950,USA,N,N,SPRING
4473,Jun,1950,USA,Y,N,SPRING
4474,May,1950,SOUTH AFRICA,N,S,FALL
4476,Apr,1950,AUSTRALIA,Y,S,FALL
4477,Apr,1950,SOUTH AFRICA,N,S,FALL
4478,Mar,1950,SOUTH AFRICA,N,S,SUMMER
4479,Mar,1950,SOUTH AFRICA,Y,S,SUMMER
4480,Mar,1950,AUSTRALIA,UNKNOWN,S,SUMMER
4481,Feb,1950,AUSTRALIA,N,S,SUMMER
4482,Feb,1950,SOUTH AFRICA,Y,S,SUMMER
4483,Jan,1950,USA,UNKNOWN,N,WINTER
4484,Jan,1950,AUSTRALIA,N,S,SUMMER
4499,Dec,1949,AUSTRALIA,N,S,SPRING
4500,Nov,1949,AUSTRALIA,N,S,SPRING
4501,Nov,1949,AUSTRALIA,UNKNOWN,S,SPRING
4502,Aug,1949,AUSTRALIA,N,S,WINTER
4503,Aug,1949,AUSTRALIA,Y,S,WINTER
4505,Aug,1949,AUSTRALIA,N,S,WINTER
4509,Jul,1949,USA,N,N,SUMMER
4510,Jul,1949,USA,N,N,SUMMER
4512,May,1949,AUSTRALIA,N,S,FALL
4513,May,1949,AUSTRALIA,N,S,FALL
4514,Apr,1949,AUSTRALIA,N,S,FALL
4515,Apr,1949,AUSTRALIA,Y,S,FALL
4517,Mar,1949,AUSTRALIA,UNKNOWN,S,SUMMER
4518,Jan,1949,AUSTRALIA,Y,S,SUMMER
4519,Jan,1949,AUSTRALIA,UNKNOWN,S,SUMMER
4520,Jan,1949,AUSTRALIA,N,S,SUMMER
4521,Jan,1949,AUSTRALIA,UNKNOWN,S,SUMMER
4529,Dec,1948,AUSTRALIA,Y,S,SPRING
4530,Dec,1948,AUSTRALIA,Y,S,SPRING
4533,Dec,1948,AUSTRALIA,N,S,SPRING
4535,Nov,1948,AUSTRALIA,N,S,SPRING
4537,Sep,1948,USA,N,N,SUMMER
4538,Sep,1948,USA,N,N,SUMMER
4545,Jul,1948,USA,Y,N,SUMMER
4548,Apr,1948,SOUTH AFRICA,N,S,FALL
4552,Feb,1948,USA,Y,N,WINTER
4553,Feb,1948,AUSTRALIA,Y,S,SUMMER
4554,Jan,1948,AUSTRALIA,N,S,SUMMER
4559,Dec,1947,AUSTRALIA,N,S,SPRING
4560,Dec,1947,SOUTH AFRICA,UNKNOWN,S,SPRING
4562,Nov,1947,AUSTRALIA,N,S,SPRING
4563,Nov,1947,AUSTRALIA,N,S,SPRING
4564,Nov,1947,AUSTRALIA,N,S,SPRING
4565,Nov,1947,AUSTRALIA,Y,S,SPRING
4566,Nov,1947,AUSTRALIA,N,S,SPRING
4567,Nov,1947,AUSTRALIA,Y,S,SPRING
4568,Oct,1947,AUSTRALIA,N,S,SPRING
4569,Oct,1947,BRAZIL,Y,S,SPRING
4570,Aug,1947,USA,Y,N,SUMMER
4571,Jul,1947,USA,N,N,SUMMER
4572,Jul,1947,AUSTRALIA,N,S,WINTER
4573,Jul,1947,SOUTH AFRICA,N,S,WINTER
4575,Jun,1947,USA,N,N,SPRING
4576,Jun,1947,AUSTRALIA,N,S,FALL
4578,Apr,1947,SOUTH AFRICA,N,S,FALL
4579,Apr,1947,SOUTH AFRICA,N,S,FALL
4580,Apr,1947,AUSTRALIA,N,S,FALL
4582,Mar,1947,SOUTH AFRICA,N,S,SUMMER
4583,Mar,1947,SOUTH AFRICA,N,S,SUMMER
4584,Feb,1947,AUSTRALIA,N,S,SUMMER
4586,Feb,1947,BRAZIL,Y,S,SUMMER
4587,Jan,1947,AUSTRALIA,N,S,SUMMER
4588,Jan,1947,SOUTH AFRICA,N,S,SUMMER
4589,Dec,1946,AUSTRALIA,N,S,SPRING
4590,Dec,1946,AUSTRALIA,N,S,SPRING
4591,Nov,1946,AUSTRALIA,Y,S,SPRING
4593,Oct,1946,AUSTRALIA,N,S,SPRING
4595,Aug,1946,AUSTRALIA,Y,S,WINTER
4600,Apr,1946,AUSTRALIA,Y,S,FALL
4601,Apr,1946,AUSTRALIA,N,S,FALL
4602,Mar,1946,AUSTRALIA,N,S,SUMMER
4603,Feb,1946,SOUTH AFRICA,N,S,SUMMER
4604,Feb,1946,AUSTRALIA,N,S,SUMMER
4605,Feb,1946,SOUTH AFRICA,N,S,SUMMER
4606,Jan,1946,SOUTH AFRICA,N,S,SUMMER
4607,Jan,1946,SOUTH AFRICA,N,S,SUMMER
4608,Jan,1946,AUSTRALIA,N,S,SUMMER
4609,Jan,1946,SOUTH AFRICA,N,S,SUMMER
4610,Jan,1946,AUSTRALIA,Y,S,SUMMER
4611,Jan,1946,SOUTH AFRICA,N,S,SUMMER
4620,Aug,1945,USA,Y,N,SUMMER
4623,Jun,1945,AUSTRALIA,Y,S,FALL
4624,May,1945,USA,Y,N,SPRING
4625,Mar,1945,SOUTH AFRICA,N,S,SUMMER
4632,Dec,1944,USA,N,N,FALL
4634,Nov,1944,AUSTRALIA,UNKNOWN,S,SPRING
4640,Oct,1944,AUSTRALIA,N,S,SPRING
4641,Sep,1944,USA,N,N,SUMMER
4643,Aug,1944,SOUTH AFRICA,Y,S,WINTER
4646,May,1944,USA,N,N,SPRING
4650,Mar,1944,SOUTH AFRICA,N,S,SUMMER
4651,Mar,1944,SOUTH AFRICA,Y,S,SUMMER
4652,Mar,1944,SOUTH AFRICA,N,S,SUMMER
4653,Feb,1944,SOUTH AFRICA,N,S,SUMMER
4655,Jan,1944,SOUTH AFRICA,Y,S,SUMMER
4656,Jan,1944,AUSTRALIA,N,S,SUMMER
4657,Jan,1944,AUSTRALIA,N,S,SUMMER
4658,Jan,1944,SOUTH AFRICA,Y,S,SUMMER
4662,Dec,1943,SOUTH AFRICA,Y,S,SPRING
4663,Dec,1943,USA,Y,N,FALL
4664,Nov,1943,SOUTH AFRICA,N,S,SPRING
4666,Oct,1943,USA,UNKNOWN,N,FALL
4669,Jul,1943,USA,Y,N,SUMMER
4672,Jun,1943,AUSTRALIA,N,S,FALL
4676,May,1943,AUSTRALIA,Y,S,FALL
4678,Apr,1943,USA,UNKNOWN,N,SPRING
4679,Mar,1943,SOUTH AFRICA,Y,S,SUMMER
4681,Mar,1943,BRAZIL,Y,S,SUMMER
4690,Dec,1942,AUSTRALIA,Y,S,SPRING
4691,Nov,1942,SOUTH AFRICA,Y,S,SPRING
4692,Nov,1942,SOUTH AFRICA,N,S,SPRING
4698,Nov,1942,SOUTH AFRICA,Y,S,SPRING
4704,Sep,1942,AUSTRALIA,N,S,WINTER
4710,Jun,1942,BRAZIL,UNKNOWN,S,FALL
4711,Jun,1942,USA,N,N,SPRING
4713,May,1942,AUSTRALIA,N,S,FALL
4716,Mar,1942,AUSTRALIA,UNKNOWN,S,SUMMER
4717,Jan,1942,AUSTRALIA,N,S,SUMMER
4718,Jan,1942,AUSTRALIA,Y,S,SUMMER
4719,Jan,1942,AUSTRALIA,N,S,SUMMER
4732,Dec,1941,AUSTRALIA,N,S,SPRING
4736,Nov,1941,AUSTRALIA,N,S,SPRING
4738,Aug,1941,USA,N,N,SUMMER
4739,Aug,1941,AUSTRALIA,UNKNOWN,S,WINTER
4740,Aug,1941,USA,N,N,SUMMER
4741,Jul,1941,USA,N,N,SUMMER
4742,Jul,1941,USA,N,N,SUMMER
4743,Jun,1941,USA,N,N,SPRING
4746,Mar,1941,USA,N,N,WINTER
4747,Feb,1941,AUSTRALIA,N,S,SUMMER
4758,Dec,1940,AUSTRALIA,Y,S,SPRING
4759,Dec,1940,SOUTH AFRICA,Y,S,SPRING
4760,Dec,1940,AUSTRALIA,N,S,SPRING
4761,Dec,1940,AUSTRALIA,N,S,SPRING
4763,Jul,1940,USA,N,N,SUMMER
4764,Jul,1940,USA,N,N,SUMMER
4765,Jun,1940,USA,N,N,SPRING
4766,Mar,1940,SOUTH AFRICA,Y,S,SUMMER
4767,Mar,1940,AUSTRALIA,N,S,SUMMER
4768,Feb,1940,SOUTH AFRICA,Y,S,SUMMER
4769,Feb,1940,AUSTRALIA,N,S,SUMMER
4770,Feb,1940,AUSTRALIA,Y,S,SUMMER
4771,Jan,1940,AUSTRALIA,N,S,SUMMER
4772,Jan,1940,AUSTRALIA,Y,S,SUMMER
4773,Jan,1940,AUSTRALIA,N,S,SUMMER
4774,Jan,1940,SOUTH AFRICA,Y,S,SUMMER
4775,Jan,1940,AUSTRALIA,N,S,SUMMER
4782,Dec,1939,AUSTRALIA,UNKNOWN,S,SPRING
4783,Dec,1939,AUSTRALIA,Y,S,SPRING
4784,Nov,1939,AUSTRALIA,N,S,SPRING
4785,Nov,1939,AUSTRALIA,N,S,SPRING
4786,Nov,1939,AUSTRALIA,UNKNOWN,S,SPRING
4787,Nov,1939,AUSTRALIA,UNKNOWN,S,SPRING
4789,Oct,1939,AUSTRALIA,N,S,SPRING
4790,Oct,1939,USA,N,N,FALL
4791,Sep,1939,AUSTRALIA,N,S,WINTER
4792,Aug,1939,USA,N,N,SUMMER
4795,Jul,1939,USA,N,N,SUMMER
4796,May,1939,USA,Y,N,SPRING
4800,Feb,1939,NEW ZEALAND,N,S,SUMMER
4801,Jan,1939,AUSTRALIA,N,S,SUMMER
4807,Dec,1938,AUSTRALIA,Y,S,SPRING
4808,Oct,1938,AUSTRALIA,N,S,SPRING
4810,Aug,1938,USA,N,N,SUMMER
4811,Jul,1938,USA,N,N,SUMMER
4813,Jul,1938,USA,N,N,SUMMER
4814,Jul,1938,AUSTRALIA,Y,S,WINTER
4816,Jun,1938,AUSTRALIA,N,S,FALL
4821,Mar,1938,AUSTRALIA,N,S,SUMMER
4822,Jan,1938,AUSTRALIA,N,S,SUMMER
4823,Jan,1938,SOUTH AFRICA,N,S,SUMMER
4824,Jan,1938,AUSTRALIA,UNKNOWN,S,SUMMER
4825,Jan,1938,AUSTRALIA,N,S,SUMMER
4831,Nov,1937,USA,Y,N,FALL
4832,Nov,1937,AUSTRALIA,Y,S,SPRING
4834,Oct,1937,AUSTRALIA,Y,S,SPRING
4835,Oct,1937,AUSTRALIA,Y,S,SPRING
4836,Oct,1937,AUSTRALIA,N,S,SPRING
4837,Oct,1937,AUSTRALIA,N,S,SPRING
4842,Aug,1937,AUSTRALIA,N,S,WINTER
4845,Jul,1937,AUSTRALIA,Y,S,WINTER
4848,Jun,1937,AUSTRALIA,N,S,FALL
4849,Jun,1937,USA,Y,N,SPRING
4850,May,1937,USA,N,N,SPRING
4851,May,1937,AUSTRALIA,Y,S,FALL
4852,Mar,1937,AUSTRALIA,UNKNOWN,S,SUMMER
4853,Mar,1937,AUSTRALIA,UNKNOWN,S,SUMMER
4854,Feb,1937,AUSTRALIA,Y,S,SUMMER
4855,Feb,1937,AUSTRALIA,N,S,SUMMER
4856,Feb,1937,AUSTRALIA,N,S,SUMMER
4857,Feb,1937,AUSTRALIA,N,S,SUMMER
4859,Jan,1937,AUSTRALIA,N,S,SUMMER
4861,Dec,1936,USA,N,N,FALL
4862,Dec,1936,AUSTRALIA,N,S,SPRING
4863,Dec,1936,AUSTRALIA,N,S,SPRING
4864,Dec,1936,AUSTRALIA,Y,S,SPRING
4865,Dec,1936,AUSTRALIA,Y,S,SPRING
4866,Nov,1936,AUSTRALIA,N,S,SPRING
4868,Sep,1936,USA,N,N,SUMMER
4869,Aug,1936,AUSTRALIA,N,S,WINTER
4872,Aug,1936,AUSTRALIA,N,S,WINTER
4873,Aug,1936,USA,N,N,SUMMER
4874,Jul,1936,USA,Y,N,SUMMER
4875,Jul,1936,USA,N,N,SUMMER
4876,Jul,1936,AUSTRALIA,N,S,WINTER
4877,Jul,1936,SOUTH AFRICA,N,S,WINTER
4878,Jun,1936,AUSTRALIA,Y,S,FALL
4879,Jun,1936,USA,Y,N,SPRING
4880,Apr,1936,AUSTRALIA,N,S,FALL
4882,Mar,1936,USA,N,N,WINTER
4883,Mar,1936,AUSTRALIA,N,S,SUMMER
4884,Mar,1936,AUSTRALIA,N,S,SUMMER
4885,Mar,1936,AUSTRALIA,N,S,SUMMER
4886,Feb,1936,AUSTRALIA,N,S,SUMMER
4887,Feb,1936,AUSTRALIA,N,S,SUMMER
4888,Feb,1936,AUSTRALIA,Y,S,SUMMER
4889,Jan,1936,AUSTRALIA,Y,S,SUMMER
4890,Jan,1936,AUSTRALIA,UNKNOWN,S,SUMMER
4891,Jan,1936,AUSTRALIA,N,S,SUMMER
4893,Dec,1935,AUSTRALIA,N,S,SPRING
4894,Nov,1935,AUSTRALIA,N,S,SPRING
4895,Sep,1935,USA,Y,N,SUMMER
4897,Aug,1935,AUSTRALIA,Y,S,WINTER
4899,Aug,1935,AUSTRALIA,Y,S,WINTER
4900,Jul,1935,USA,UNKNOWN,N,SUMMER
4901,Jul,1935,USA,UNKNOWN,N,SUMMER
4904,Jun,1935,USA,N,N,SPRING
4906,Jun,1935,AUSTRALIA,N,S,FALL
4908,May,1935,SOUTH AFRICA,N,S,FALL
4909,May,1935,AUSTRALIA,N,S,FALL
4910,Apr,1935,AUSTRALIA,UNKNOWN,S,FALL
4912,Apr,1935,USA,N,N,SPRING
4913,Mar,1935,AUSTRALIA,N,S,SUMMER
4914,Mar,1935,SOUTH AFRICA,N,S,SUMMER
4915,Mar,1935,AUSTRALIA,N,S,SUMMER
4916,Mar,1935,AUSTRALIA,N,S,SUMMER
4917,Mar,1935,AUSTRALIA,N,S,SUMMER
4918,Mar,1935,AUSTRALIA,Y,S,SUMMER
4919,Mar,1935,AUSTRALIA,Y,S,SUMMER
4920,Feb,1935,AUSTRALIA,N,S,SUMMER
4921,Jan,1935,AUSTRALIA,N,S,SUMMER
4922,Jan,1935,AUSTRALIA,N,S,SUMMER
4924,Jan,1935,AUSTRALIA,UNKNOWN,S,SUMMER
4925,Dec,1934,AUSTRALIA,N,S,SPRING
4926,Dec,1934,AUSTRALIA,Y,S,SPRING
4927,Dec,1934,AUSTRALIA,Y,S,SPRING
4928,Oct,1934,AUSTRALIA,N,S,SPRING
4929,Oct,1934,AUSTRALIA,Y,S,SPRING
4931,Oct,1934,AUSTRALIA,Y,S,SPRING
4935,Aug,1934,AUSTRALIA,Y,S,WINTER
4937,Aug,1934,USA,N,N,SUMMER
4938,Jul,1934,AUSTRALIA,N,S,WINTER
4939,Jun,1934,AUSTRALIA,N,S,FALL
4940,Jun,1934,USA,Y,N,SPRING
4941,Apr,1934,AUSTRALIA,N,S,FALL
4942,Apr,1934,SOUTH AFRICA,Y,S,FALL
4943,Apr,1934,SOUTH AFRICA,N,S,FALL
4944,Apr,1934,AUSTRALIA,Y,S,FALL
4945,Mar,1934,AUSTRALIA,Y,S,SUMMER
4946,Mar,1934,AUSTRALIA,N,S,SUMMER
4947,Feb,1934,AUSTRALIA,N,S,SUMMER
4950,Jan,1934,AUSTRALIA,N,S,SUMMER
4951,Jan,1934,AUSTRALIA,N,S,SUMMER
4952,Nov,1933,AUSTRALIA,Y,S,SPRING
4953,Nov,1933,AUSTRALIA,N,S,SPRING
4954,Oct,1933,AUSTRALIA,N,S,SPRING
4956,Aug,1933,USA,N,N,SUMMER
4957,Aug,1933,USA,N,N,SUMMER
4958,Aug,1933,USA,N,N,SUMMER
4959,Jul,1933,USA,N,N,SUMMER
4960,Jul,1933,AUSTRALIA,N,S,WINTER
4961,Jun,1933,USA,N,N,SPRING
4962,Jun,1933,USA,N,N,SPRING
4963,Jun,1933,AUSTRALIA,UNKNOWN,S,FALL
4965,May,1933,AUSTRALIA,N,S,FALL
4966,Jun,1933,AUSTRALIA,N,S,FALL
4968,Apr,1933,USA,Y,N,SPRING
4969,Feb,1933,AUSTRALIA,N,S,SUMMER
4970,Feb,1933,AUSTRALIA,N,S,SUMMER
4971,Feb,1933,AUSTRALIA,N,S,SUMMER
4972,Feb,1933,AUSTRALIA,N,S,SUMMER
4973,Jan,1933,AUSTRALIA,Y,S,SUMMER
4974,Dec,1932,AUSTRALIA,N,S,SPRING
4975,Dec,1932,NEW ZEALAND,N,S,SPRING
4977,Oct,1932,AUSTRALIA,N,S,SPRING
4980,Aug,1932,AUSTRALIA,N,S,WINTER
4981,Aug,1932,AUSTRALIA,N,S,WINTER
4982,Aug,1932,USA,N,N,SUMMER
4983,Aug,1932,AUSTRALIA,N,S,WINTER
4985,Jul,1932,USA,UNKNOWN,N,SUMMER
4987,Jun,1932,USA,N,N,SPRING
4988,Jun,1932,USA,N,N,SPRING
4990,May,1932,AUSTRALIA,Y,S,FALL
4991,May,1932,AUSTRALIA,N,S,FALL
4994,Feb,1932,USA,N,N,WINTER
4995,Feb,1932,AUSTRALIA,N,S,SUMMER
4997,Jan,1932,AUSTRALIA,N,S,SUMMER
4998,Jan,1932,AUSTRALIA,UNKNOWN,S,SUMMER
5001,Nov,1931,AUSTRALIA,N,S,SPRING
5003,Sep,1931,USA,N,N,SUMMER
5004,Sep,1931,USA,N,N,SUMMER
5005,Sep,1931,USA,UNKNOWN,N,SUMMER
5007,Aug,1931,USA,UNKNOWN,N,SUMMER
5008,Aug,1931,USA,N,N,SUMMER
5011,Aug,1931,USA,N,N,SUMMER
5012,Aug,1931,USA,N,N,SUMMER
5013,Aug,1931,AUSTRALIA,Y,S,WINTER
5015,Jul,1931,USA,N,N,SUMMER
5016,Jun,1931,USA,N,N,SPRING
5017,Jun,1931,USA,N,N,SPRING
5018,Jun,1931,USA,N,N,SPRING
5019,May,1931,AUSTRALIA,N,S,FALL
5021,Mar,1931,AUSTRALIA,Y,S,SUMMER
5023,Mar,1931,AUSTRALIA,N,S,SUMMER
5024,Feb,1931,AUSTRALIA,UNKNOWN,S,SUMMER
5025,Jan,1931,AUSTRALIA,N,S,SUMMER
5026,Jan,1931,AUSTRALIA,N,S,SUMMER
5027,Jan,1931,AUSTRALIA,N,S,SUMMER
5030,Dec,1930,AUSTRALIA,N,S,SPRING
5031,Dec,1930,AUSTRALIA,Y,S,SPRING
5032,Dec,1930,AUSTRALIA,N,S,SPRING
5033,Dec,1930,AUSTRALIA,Y,S,SPRING
5034,Nov,1930,AUSTRALIA,N,S,SPRING
5037,Aug,1930,AUSTRALIA,N,S,WINTER
5039,Aug,1930,USA,N,N,SUMMER
5041,Jul,1930,USA,N,N,SUMMER
5042,Jun,1930,AUSTRALIA,Y,S,FALL
5043,May,1930,USA,N,N,SPRING
5046,Apr,1930,SOUTH AFRICA,UNKNOWN,S,FALL
5047,Mar,1930,USA,N,N,WINTER
5048,Feb,1930,AUSTRALIA,N,S,SUMMER
5049,Feb,1930,AUSTRALIA,Y,S,SUMMER
5050,Feb,1930,AUSTRALIA,N,S,SUMMER
5052,Jan,1930,SOUTH AFRICA,N,S,SUMMER
5056,Dec,1929,AUSTRALIA,Y,S,SPRING
5057,Dec,1929,AUSTRALIA,N,S,SPRING
5058,Dec,1929,AUSTRALIA,N,S,SPRING
5059,Dec,1929,AUSTRALIA,N,S,SPRING
5061,Dec,1929,AUSTRALIA,Y,S,SPRING
5064,Oct,1929,AUSTRALIA,N,S,SPRING
5066,Sep,1929,AUSTRALIA,Y,S,WINTER
5067,Aug,1929,USA,N,N,SUMMER
5070,Jun,1929,USA,N,N,SPRING
5071,May,1929,AUSTRALIA,N,S,FALL
5072,Apr,1929,AUSTRALIA,N,S,FALL
5073,Apr,1929,AUSTRALIA,N,S,FALL
5074,Apr,1929,AUSTRALIA,N,S,FALL
5075,Apr,1929,AUSTRALIA,Y,S,FALL
5076,Apr,1929,AUSTRALIA,Y,S,FALL
5077,Mar,1929,USA,N,N,WINTER
5078,Mar,1929,AUSTRALIA,Y,S,SUMMER
5079,Mar,1929,AUSTRALIA,N,S,SUMMER
5080,Mar,1929,AUSTRALIA,N,S,SUMMER
5081,Feb,1929,AUSTRALIA,Y,S,SUMMER
5082,Feb,1929,AUSTRALIA,N,S,SUMMER
5083,Feb,1929,AUSTRALIA,Y,S,SUMMER
5084,Jan,1929,AUSTRALIA,Y,S,SUMMER
5085,Jan,1929,NEW ZEALAND,N,S,SUMMER
5086,Jan,1929,AUSTRALIA,Y,S,SUMMER
5094,Dec,1928,AUSTRALIA,N,S,SPRING
5095,Nov,1928,USA,N,N,FALL
5097,Nov,1928,USA,Y,N,FALL
5099,Sep,1928,USA,N,N,SUMMER
5100,Aug,1928,USA,UNKNOWN,N,SUMMER
5101,Jul,1928,AUSTRALIA,N,S,WINTER
5103,Jun,1928,USA,N,N,SPRING
5105,Apr,1928,AUSTRALIA,N,S,FALL
5106,Apr,1928,AUSTRALIA,N,S,FALL
5108,Apr,1928,AUSTRALIA,N,S,FALL
5109,Apr,1928,AUSTRALIA,Y,S,FALL
5110,Mar,1928,AUSTRALIA,N,S,SUMMER
5111,Feb,1928,AUSTRALIA,Y,S,SUMMER
5114,Jan,1928,AUSTRALIA,Y,S,SUMMER
5115,Jan,1928,USA,UNKNOWN,N,WINTER
5116,Jan,1928,USA,UNKNOWN,N,WINTER
5117,Jan,1928,SOUTH AFRICA,N,S,SUMMER
5118,Jan,1928,SOUTH AFRICA,N,S,SUMMER
5120,Dec,1927,SOUTH AFRICA,Y,S,SPRING
5121,Nov,1927,AUSTRALIA,Y,S,SPRING
5122,Oct,1927,BRAZIL,Y,S,SPRING
5123,Oct,1927,AUSTRALIA,N,S,SPRING
5125,Jul,1927,AUSTRALIA,N,S,WINTER
5127,May,1927,AUSTRALIA,Y,S,FALL
5128,Apr,1927,AUSTRALIA,N,S,FALL
5129,Apr,1927,AUSTRALIA,N,S,FALL
5130,Mar,1927,AUSTRALIA,N,S,SUMMER
5132,Feb,1927,AUSTRALIA,N,S,SUMMER
5133,Feb,1927,NEW ZEALAND,N,S,SUMMER
5134,Jan,1927,SOUTH AFRICA,N,S,SUMMER
5135,Jan,1927,USA,N,N,WINTER
5136,Jan,1927,AUSTRALIA,Y,S,SUMMER
5139,Dec,1926,AUSTRALIA,Y,S,SPRING
5140,Nov,1926,AUSTRALIA,N,S,SPRING
5142,Oct,1926,AUSTRALIA,N,S,SPRING
5145,Aug,1926,USA,Y,N,SUMMER
5147,Jul,1926,USA,N,N,SUMMER
5148,Jul,1926,USA,N,N,SUMMER
5150,May,1926,USA,Y,N,SPRING
5152,Apr,1926,USA,N,N,SPRING
5153,Mar,1926,AUSTRALIA,Y,S,SUMMER
5154,Jan,1926,SOUTH AFRICA,N,S,SUMMER
5155,Jan,1926,AUSTRALIA,N,S,SUMMER
5160,Nov,1925,AUSTRALIA,Y,S,SPRING
5161,Nov,1925,USA,N,N,FALL
5162,Nov,1925,USA,N,N,FALL
5165,Aug,1925,USA,N,N,SUMMER
5166,Jun,1925,AUSTRALIA,UNKNOWN,S,FALL
5167,May,1925,USA,N,N,SPRING
5168,Mar,1925,AUSTRALIA,N,S,SUMMER
5169,Mar,1925,AUSTRALIA,Y,S,SUMMER
5171,Jan,1925,USA,N,N,WINTER
5176,Nov,1924,USA,Y,N,FALL
5178,Oct,1924,AUSTRALIA,N,S,SPRING
5179,Jul,1924,USA,N,N,SUMMER
5181,Jul,1924,USA,N,N,SUMMER
5182,Jun,1924,USA,N,N,SPRING
5183,Apr,1924,AUSTRALIA,Y,S,FALL
5185,Apr,1924,AUSTRALIA,UNKNOWN,S,FALL
5188,Feb,1924,AUSTRALIA,N,S,SUMMER
5189,Feb,1924,AUSTRALIA,UNKNOWN,S,SUMMER
5190,Jan,1924,SOUTH AFRICA,Y,S,SUMMER
5191,Jan,1924,SOUTH AFRICA,N,S,SUMMER
5192,Jan,1924,AUSTRALIA,Y,S,SUMMER
5193,Dec,1923,AUSTRALIA,N,S,SPRING
5194,Dec,1923,AUSTRALIA,Y,S,SPRING
5195,Nov,1923,AUSTRALIA,Y,S,SPRING
5196,Nov,1923,AUSTRALIA,UNKNOWN,S,SPRING
5197,Oct,1923,AUSTRALIA,UNKNOWN,S,SPRING
5198,Oct,1923,AUSTRALIA,N,S,SPRING
5199,Oct,1923,AUSTRALIA,N,S,SPRING
5201,Jul,1923,AUSTRALIA,N,S,WINTER
5202,Jun,1923,AUSTRALIA,Y,S,FALL
5204,May,1923,AUSTRALIA,N,S,FALL
5205,May,1923,AUSTRALIA,Y,S,FALL
5206,Mar,1923,AUSTRALIA,N,S,SUMMER
5207,Feb,1923,USA,N,N,WINTER
5208,Jan,1923,AUSTRALIA,UNKNOWN,S,SUMMER
5209,Jan,1923,AUSTRALIA,Y,S,SUMMER
5215,Dec,1922,USA,Y,N,FALL
5216,Dec,1922,AUSTRALIA,Y,S,SPRING
5218,Oct,1922,AUSTRALIA,UNKNOWN,S,SPRING
5219,Sep,1922,USA,N,N,SUMMER
5221,Sep,1922,USA,N,N,SUMMER
5222,Jul,1922,USA,N,N,SUMMER
5223,Jun,1922,USA,Y,N,SPRING
5225,May,1922,SOUTH AFRICA,N,S,FALL
5226,Apr,1922,AUSTRALIA,Y,S,FALL
5229,Mar,1922,AUSTRALIA,Y,S,SUMMER
5230,Feb,1922,AUSTRALIA,UNKNOWN,S,SUMMER
5231,Feb,1922,AUSTRALIA,Y,S,SUMMER
5233,Jan,1922,AUSTRALIA,Y,S,SUMMER
5234,Jan,1922,AUSTRALIA,N,S,SUMMER
5235,Jan,1922,AUSTRALIA,Y,S,SUMMER
5236,Dec,1921,AUSTRALIA,N,S,SPRING
5237,Nov,1921,AUSTRALIA,Y,S,SPRING
5238,Nov,1921,AUSTRALIA,N,S,SPRING
5240,Oct,1921,AUSTRALIA,N,S,SPRING
5241,Oct,1921,AUSTRALIA,Y,S,SPRING
5243,Aug,1929,AUSTRALIA,N,S,WINTER
5247,Nov,1920,AUSTRALIA,N,S,SPRING
5249,Nov,1920,AUSTRALIA,N,S,SPRING
5251,Jul,1920,USA,UNKNOWN,N,SUMMER
